Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421503901481628,0.8463820719884463,0.7650354519103824,0.7890164555789463,535796800
2000-01-04,0.7711488008499146,0.8322758604832294,0.7612741383785483,0.8144080813269432,512377600
2000-01-05,0.782433032989502,0.8318055341495458,0.7749101155704857,0.7805522910787227,778321600
2000-01-06,0.7147226929664612,0.8050036455635722,0.7147226929664612,0.7984210727392759,767972800
2000-01-07,0.7485785484313965,0.7598638084013778,0.7184852082411263,0.7260081289396798,460734400
2000-01-10,0.7354125380516052,0.7692673610376285,0.7128421203369875,0.7673866184550411,505064000
2000-01-11,0.6977952718734741,0.7476379778396942,0.6808678892390111,0.721776278885474,441548800
2000-01-12,0.6559463739395142,0.7184848148586686,0.6507734930083542,0.7147224776471833,976068800
2000-01-13,0.7278887033462524,0.7429353961121226,0.6959146256131086,0.710843341933401,1032684800
2000-01-14,0.7556312680244446,0.7692673675574697,0.7476381496487924,0.7523399810330513,390376000
2000-01-18,0.7819629907608032,0.7974806831230938,0.7556310937315199,0.7598635797438867,459177600
2000-01-19,0.8017123341560364,0.8181695692894504,0.77773132660131,0.7946587598429743,597643200
2000-01-20,0.8539062142372131,0.9140928943195694,0.8539062142372131,0.8689528591457408,1831132800
2000-01-21,0.8374485969543457,0.8595480560951784,0.8289844795438204,0.8595480560951784,495924800
2000-01-24,0.7993615865707397,0.8482630523566264,0.7908974164239605,0.8158187744139819,440876800
2000-01-25,0.8445014953613281,0.8510849726274756,0.7702084797191857,0.7899570030013092,497145600
2000-01-26,0.8289844393730164,0.8590778164135922,0.8256932038371592,0.8275738955079059,367158400
2000-01-27,0.827573835849762,0.8501442939079897,0.8050034280156313,0.8186395214637096,340144000
2000-01-28,0.7645655274391174,0.834156769598604,0.7570426073550659,0.8139380963137625,423348800
2000-01-31,0.7805525064468384,0.7814929027737504,0.7109613199630999,0.7598636868065446,701680000
2000-02-01,0.7542204856872559,0.7899568964742263,0.7523397937809388,0.7824331243668206,318035200
2000-02-02,0.7434056401252747,0.7683269980799323,0.7297694907814833,0.7579829894377689,464195200
2000-02-03,0.7772610187530518,0.784314591614454,0.7542203619325967,0.754690559944078,475193600
2000-02-04,0.812527596950531,0.8275742415381098,0.7796122646072722,0.7819632055148458,425320000
2000-02-07,0.8581376671791077,0.8595482616740461,0.7970105999047866,0.8125274909179141,441067200
2000-02-08,0.8642505407333374,0.8736540978254445,0.8369782563818416,0.8576670663766698,408643200
2000-02-09,0.8473226428031921,0.8811783183817581,0.8459121486971228,0.8586079014787922,299364800
2000-02-10,0.8539062142372131,0.8567273032071787,0.8275742591904922,0.8492043323217735,302982400
2000-02-11,0.8181697130203247,0.8586079125882831,0.8144082279417465,0.8548464275097049,212251200
2000-02-14,0.871303379535675,0.871773577572188,0.817229048389552,0.8224010761188899,367539200
2000-02-15,0.8952843546867371,0.9023379276971769,0.8666015722429512,0.8670717702643674,485744000
2000-02-16,0.858607828617096,0.8887020166119524,0.8435611866366838,0.8858801246051716,378246400
2000-02-17,0.8642505407333374,0.8689523192793909,0.8510845965018314,0.8666014300063641,289497600
2000-02-18,0.8369784355163574,0.8680121091674124,0.8341564938855671,0.862369933525307,233441600
2000-02-22,0.856256902217865,0.8797677125033763,0.8026527087928607,0.8285144594794128,422296000
2000-02-23,0.8745947480201721,0.8952844680646042,0.8350969038408513,0.8519072134847667,473099200
2000-02-24,0.8667189478874207,0.8962250123880106,0.8407400727146331,0.8825888639929843,376432000
2000-02-25,0.8303951621055603,0.8802379218373516,0.8285144700297118,0.8637806859070585,249144000
2000-02-28,0.8520251512527466,0.8651910994912587,0.8153484448371728,0.828514393075685,328328000
2000-02-29,0.8623698353767395,0.882118351910318,0.8468521967316797,0.8543758668344322,368961600
2000-03-01,0.9803928732872009,0.9935588259492883,0.8915232955075941,0.891993493752919,1077003200
2000-03-02,0.9178550243377686,0.962524953984794,0.9079803608435039,0.955472182557589,311259200
2000-03-03,0.9629946351051331,0.9647583043280631,0.9028079914860192,0.9394838334961932,323366400
2000-03-06,0.9455976486206055,0.9714593542698565,0.9404247650702501,0.947948539269029,210560000
2000-03-07,0.9244375824928284,0.9587634535151742,0.911271632577718,0.9512396804702707,273011200
2000-03-08,0.9178550243377686,0.9324315689329126,0.8919933222318557,0.9244375976100627,271230400
2000-03-09,0.9197356700897217,0.9404244860503344,0.8896422898432919,0.9093908100924618,276718400
2000-03-10,0.9460679292678833,0.962525169723133,0.9103314552095807,0.9155043392106332,248606400
2000-03-13,0.9126818776130676,0.9517095142700426,0.8990457347711247,0.9187950538759702,303956800
2000-03-14,0.859548032283783,0.934782229808264,0.857667240125798,0.911976670634765,428579200
2000-03-15,0.8745947480201721,0.904688931924897,0.8586077119228409,0.8698929681069802,443609600
2000-03-16,0.914563000202179,0.9178550906620361,0.8614289976861546,0.8825889206684335,378100800
2000-03-17,0.9404244422912598,0.9404244422912598,0.8999862039292097,0.9037485919784547,305043200
2000-03-20,0.9253776669502258,0.949828765951942,0.9206757875106919,0.9291399539977538,204489600
2000-03-21,1.0151890516281128,1.0288251034561553,0.9150342036652638,0.9220869771566476,524328000
2000-03-22,1.0847793817520142,1.0861907791419412,0.9897966868161501,0.9989660990102645,567996800
2000-03-23,1.0631506443023682,1.1313312833808897,1.0532759810832624,1.0683226229658123,562564800
2000-03-24,1.0434012413024902,1.0828990876948785,1.019420233795881,1.0716138308784255,446913600
2000-03-27,1.0499849319458008,1.0890125919189684,1.0297654027940413,1.03540848490925,279182400
2000-03-28,1.0466935634613037,1.0683227816453427,1.0316460153096936,1.032586411732989,202966400
2000-03-29,1.0227123498916626,1.0490442481613458,1.0068424351138094,1.0485741504902104,239836800
2000-03-30,0.9460679292678833,1.0358786095361867,0.9437169379663835,1.0048441180808836,414400000
2000-03-31,1.0217722654342651,1.0325864226232568,0.94794853377273,0.9587635949958918,404633600
2000-04-03,1.0029629468917847,1.0495143651786705,0.9738099626070068,1.0194201811421506,328563200
2000-04-04,0.9578229188919067,1.0006120490399548,0.8783570327304894,0.9977909610122732,660329600
2000-04-05,0.9808635115623474,0.999671635300626,0.9329016006960379,0.9514745751746883,457665600
2000-04-06,0.9418358206748962,1.011897238383812,0.9272584757999005,0.9827442562533081,259627200
2000-04-07,0.9912077188491821,0.9921480146863741,0.944186900096065,0.9573528498848082,242435200
2000-04-10,0.9404244422912598,0.9987313117856288,0.9385437505076734,0.9907373421112625,212262400
2000-04-11,0.8985757827758789,0.939484122051579,0.8882309224244885,0.9291401657341266,541822400
2000-04-12,0.8219311237335205,0.8952846510060207,0.7890166988753461,0.8952846510060207,941136000
2000-04-13,0.856256902217865,0.9028083246638572,0.8162888562116268,0.8388593204711883,529827200
2000-04-14,0.8416803479194641,0.8877607150989216,0.8200502312497151,0.8224011714807825,667620800
2000-04-17,0.9319612979888916,0.9324314961070783,0.8205204767221551,0.8238126169111131,409561600
2000-04-18,0.9545314908027649,0.9545314908027649,0.8981054193691405,0.9291399947108965,390924800
2000-04-19,0.9112715721130371,0.9799224055685729,0.9009267113194322,0.949358925337758,520150400
2000-04-20,0.8943440318107605,0.938543754370087,0.8807078862813105,0.9305505882484838,722120000
2000-04-24,0.9065698981285095,0.9065698981285095,0.8633105614525834,0.8651912536889338,443620800
2000-04-25,0.9653457999229431,0.9686378893177763,0.918324991763568,0.9187951898003415,391641600
2000-04-26,0.9126818776130676,0.962994667275918,0.9028080216461475,0.9526498097562818,366912000
2000-04-27,0.9535902738571167,0.9554718694459772,0.8770635151468794,0.8816481716633631,326603200
2000-04-28,0.9333716034889221,0.959233398802826,0.9126819864310393,0.9564123111113779,249580800
2000-05-01,0.9352527260780334,0.9413659052300544,0.9169147957937351,0.9394843088864461,226195200
2000-05-02,0.886820375919342,0.9498290335805522,0.8839992876400147,0.9272586197261806,236432000
2000-05-03,0.8656612634658813,0.9122118767607661,0.8397995660953221,0.8948142468699435,489798400
2000-05-04,0.8327462077140808,0.867072081888931,0.8318058113332711,0.8661316855081214,399515200
2000-05-05,0.8510850071907043,0.863310561433136,0.8329812726714673,0.8336865197040538,284076800
2000-05-08,0.8285145163536072,0.8553165646818516,0.827574120038992,0.8433260596534807,184900800
2000-05-09,0.7932483553886414,0.8369786956705068,0.7890167223417637,0.8299251201157077,327140800
2000-05-10,0.747167706489563,0.7899568341072966,0.7429352208885263,0.7829032606454017,535091200
2000-05-11,0.7734997868537903,0.7843148468787308,0.7448169956809096,0.7626847770529647,499744000
2000-05-12,0.8097063302993774,0.831335595977036,0.7881933836690062,0.7974807765469407,306913600
2000-05-15,0.7598637342453003,0.8129976869805746,0.7532803066324155,0.8129976869805746,678932800
2000-05-16,0.7951288819313049,0.8205203809349582,0.7730294725081824,0.7863125426842436,440451200
2000-05-17,0.7626848816871643,0.7800824672815149,0.7551611073333813,0.7796122690524949,398092800
2000-05-18,0.7579829096794128,0.789486787878222,0.7570425133955484,0.7749102939095354,373777600
2000-05-19,0.7071996927261353,0.7466975330781928,0.7024970092347151,0.7466975330781928,740667200
2000-05-22,0.6766355633735657,0.7053192110640915,0.6470123730752781,0.7053192110640915,755507200
2000-05-23,0.6456016898155212,0.7024971173545516,0.6441911457163276,0.6808679039490272,517585600
2000-05-24,0.6597079634666443,0.6752248018701466,0.624441750463796,0.6484227572250542,678462400
2000-05-25,0.6565338373184204,0.6970900071849698,0.6470122500623322,0.6658212295487406,406750400
2000-05-26,0.6498333811759949,0.6761652811900071,0.6413701158116126,0.662058934881994,181148800
