Price,Close,High,Low,Open,Volume,EMA_20,EMA_50,EMA_100,EMA_200
Ticker,RECLTD.BO,RECLTD.BO,RECLTD.BO,RECLTD.BO,RECLTD.BO,,,,
Date,,,,,,,,,
2008-03-12,7.031299114227295,7.031299114227295,7.031299114227295,7.031299114227295,0,7.031299114227295,7.031299114227295,7.031299114227295,7.031299114227295
2008-03-13,6.601995944976807,7.045803473496943,6.303224069501428,6.839853802215061,45348053,6.990413098108201,7.014463695825316,7.02279806137085,7.02702744090142
2008-03-14,6.520775318145752,6.735426694814037,6.358335609106209,6.601994582516464,18848287,6.94568569049273,6.995103367288863,7.012857016950551,7.021990106346638
2008-03-17,6.0711669921875,6.375740575270838,5.897124944711307,6.265513709142947,16560103,6.862398195416041,6.95887056826528,6.99420968972752,7.012529179837592
2008-03-18,6.085669040679932,6.311923294197994,5.940634035803375,6.033456202864793,11228815,6.7884239902030785,6.924627371105071,6.976218785785984,7.00330669089075
2008-03-19,5.900026321411133,6.369939676771216,5.859416386838853,6.207500528631259,6338677,6.70381468841337,6.88444693778374,6.954908043917175,6.992328776766575
2008-03-24,5.572246551513672,6.033458132561415,5.374999235884799,6.027656966570528,6018010,6.596046294422923,6.832988099106483,6.927528608424036,6.978198605371024
2008-03-25,6.0885725021362305,6.149487114962143,5.586750911883875,5.68537487987066,12113751,6.547715457062285,6.803795330597846,6.910915616220318,6.969346604343813
2008-03-26,6.097274303436279,6.219104120255993,5.905828122890133,6.08857255304509,4901423,6.5048162995740935,6.776088623650334,6.894803907056277,6.9606692680163755
2008-03-27,6.393144130706787,6.491768067443952,6.00445013894798,6.00445013894798,10628527,6.494180854920064,6.761071192554509,6.88487005009886,6.9550222517247375
2008-03-28,6.33513069152832,6.4946692361905995,6.11467754784299,6.439555802731994,6352138,6.479033220311327,6.744367643494658,6.873984122206374,6.9488541764989025
2008-03-31,6.1552886962890625,6.375742494920495,6.091473495726868,6.340933720855354,4024978,6.448200408499683,6.721266508310125,6.859752529613952,6.940958002566466
2008-04-01,6.059565544128418,6.291621663844975,5.975445082701321,6.207501202417877,1394935,6.411187564273848,6.695317450891235,6.843907242772654,6.9321879283531525
2008-04-02,6.024754047393799,6.306122319391207,5.981243544624515,6.2074983950843725,1548871,6.3743843721900335,6.669020846832512,6.827686387418618,6.923158735507786
2008-04-03,6.0537638664245605,6.120480237777566,6.007352759902541,6.0624662070877315,735954,6.343849085926655,6.6448931221106315,6.812361188983092,6.914508040293028
2008-04-04,5.943535804748535,6.23650645507333,5.894223539153866,6.062464414466632,1420749,6.3057240115287385,6.617388913586628,6.795156725928943,6.904846625013979
2008-04-07,6.163989543914795,6.22200356315164,5.908727623213028,5.960940476585837,1450946,6.2922254908036015,6.599608546148517,6.782658365889059,6.8974749127642365
2008-04-08,6.236508846282959,6.358338085359933,6.0334597210551415,6.143686625095673,2785581,6.286919143706397,6.585369342232221,6.771843523916661,6.890898135983329
