Price,Close,High,Low,Open,Volume,EMA_20,EMA_50,EMA_100,EMA_200
Ticker,IOC.NS,IOC.NS,IOC.NS,IOC.NS,IOC.NS,,,,
Date,,,,,,,,,
2000-01-03,4.510837554931641,4.550808017801636,4.163593694175192,4.330137384763939,426600,4.510837554931641,4.510837554931641,4.510837554931641,4.510837554931641
2000-01-04,4.403416633605957,4.463372616010879,4.231876700312186,4.330137544275316,439200,4.500606990995861,4.506624969781614,4.508710407974696,4.5097686900428275
2000-01-05,4.35178804397583,4.4134093385264315,4.280173991163798,4.411743735870548,340200,4.486433757946334,4.500552933475504,4.505603034430163,4.508196743315794
2000-01-06,4.331802845001221,4.380100462222875,4.2643527983359695,4.296828619667553,326700,4.471707004332514,4.493935282947101,4.502161446520679,4.506441580148485
2000-01-07,4.404250621795654,4.446719501758296,4.2177216426373585,4.32847310786922,317700,4.465282586948051,4.49041823741175,4.500222618308302,4.505424754692239
2000-01-10,4.18607759475708,4.321810797642194,4.17358700214831,4.198568473257189,423900,4.438691635310816,4.478483310248822,4.494001924772634,4.502247171011293
2000-01-11,3.9928855895996094,4.263519397194786,3.9146102801692138,4.163592971473374,711000,4.396233916671654,4.459440262380225,4.484078829026634,4.497178896569385
2000-01-12,4.312650680541992,4.312650680541992,4.312650680541992,4.312650680541992,6300,4.388273608468829,4.45368380819049,4.480684212224958,4.495342794917371
2000-01-13,4.53831672668457,4.6582281043489555,4.463372044171511,4.6582281043489555,152820,4.4025634292512805,4.457002746170651,4.481825450135049,4.495770396228488
2000-01-14,4.614095211029053,4.694868948272804,4.330137928476934,4.6132624095630606,153144,4.422709313230116,4.463163234988627,4.484444653321069,4.496947757569787
2000-01-17,4.424236297607422,4.828937872374855,4.330138860225499,4.7298439110131785,81054,4.422854740313669,4.461636688424659,4.483252408653471,4.496224260455734
2000-01-18,4.321811199188232,4.405083063179413,4.296829725758288,4.363447274129506,115110,4.4132315459207705,4.456153335905584,4.480055553020496,4.494488807109788
2000-01-19,4.161095142364502,4.496680892655675,4.146938950152032,4.414241857313497,710280,4.389218555105888,4.444582426354954,4.473739505284733,4.491171457211825
2000-01-20,4.260189056396484,4.380100440466629,4.217720191050096,4.280174001183551,1124604,4.3769300314192785,4.437351313807563,4.46951078352457,4.488873124865404
2000-01-21,4.281007766723633,4.330138196100913,4.246866335203911,4.246866335203911,599076,4.367794577638741,4.431220194314075,4.465778050518611,4.486804812844093
2000-01-24,4.232708930969238,4.313482650154688,4.1977347079127005,4.296828339906224,507132,4.354929277955931,4.423435438888787,4.461162820428524,4.484276495611508
2000-01-25,4.064499855041504,4.246865034463933,4.03035814808743,4.17192035402173,324540,4.327269332916462,4.409359533639874,4.453308108242642,4.480099613615787
2000-01-26,4.064499855041504,4.064499855041504,4.064499855041504,4.064499855041504,0,4.302243668356942,4.3958356246752315,4.4456089349119265,4.475964292634948
2000-01-27,4.164425373077393,4.390092181675866,4.131116472402784,4.163592571940441,1266426,4.2891181164255565,4.386760712847865,4.44004094358847,4.472864402888106
2000-01-28,4.147773742675781,4.246867135735488,4.096977700688555,4.246867135735488,426528,4.275656747497006,4.377388674801901,4.434253474263467,4.46962966995067
2000-01-31,4.116961479187012,4.246865629204996,4.017867835388315,4.246865629204996,844884,4.260542912419864,4.367175843601318,4.427970464459973,4.466120533724166
2000-02-01,4.152767658233643,4.444219512199832,4.099474095036285,4.15110262748422,647802,4.250278602497367,4.358767679469253,4.42252090394064,4.463002594664559
2000-02-02,4.369275093078613,4.485023040330409,4.2651849347922965,4.485023040330409,940842,4.261611601600343,4.359179734904914,4.421466531448323,4.46206998270848
2000-02-03,4.321811199188232,4.496682370871941,4.296829725758288,4.496682370871941,337356,4.267344896608714,4.357714302131711,4.419493158532282,4.46067437292221
2000-02-04,4.293496131896973,4.371771709638254,4.231874859405023,4.371771709638254,154368,4.269835490445691,4.355195942514663,4.41699816790584,4.459010907837381
2000-02-07,4.229378700256348,4.280174440550757,4.063667800292324,4.0803221132520004,211410,4.26598246280861,4.350261933014337,4.413282930922681,4.45672601024951
2000-02-08,4.037853717803955,4.228546096103324,3.9970504490253447,4.1652597610825,473256,4.24425591566531,4.338010630457067,4.405848689078746,4.4525581267425896
