Price,Close,High,Low,Open,Volume,EMA_20,EMA_50
Ticker,JMFINANCIL.NS,JMFINANCIL.NS,JMFINANCIL.NS,JMFINANCIL.NS,JMFINANCIL.NS,,
Date,,,,,,,
2007-01-03,22.969480514526367,24.756699962832275,22.7202615621771,24.756699962832275,60600,22.048712717256972,21.743974619941998
2007-01-04,22.57569122314453,22.92542402734197,22.30581953409281,22.49858502627261,37300,22.09890114638912,21.77659095732249
2007-01-05,22.829038619995117,23.131956161855967,22.718886547842757,22.773963897035216,30750,22.168438048637313,21.8178634146822
2007-01-08,22.16812515258789,22.7175093418522,22.03043441226475,22.03043441226475,8800,22.16840824901356,21.831599169109875
2007-01-09,22.305814743041992,22.44350285003485,21.899627211339393,21.95057349171542,27575,22.18149458177817,21.850195858283687
2007-01-10,22.443504333496094,22.581195075822276,22.11304812765274,22.168125475076202,14000,22.206447891465594,21.873462857311626
2007-01-11,22.030437469482422,23.682721330186723,21.89550162825799,23.682721330186723,18750,22.189684994133863,21.879618724455582
2007-01-12,21.756427764892578,22.305813200971443,21.756427764892578,22.305813200971443,19300,22.14842240087279,21.8747877064335
2007-01-15,21.75505256652832,22.553654334202466,21.548516471976008,22.553654334202466,63325,22.1109586071257,21.870092210750947
2007-01-16,21.204294204711914,21.891369186407776,21.204294204711914,21.78534686185861,21775,22.024609616419625,21.843982485023925
2007-01-17,21.47967529296875,22.03043565920229,21.47967529296875,21.61736472796899,13375,21.972711109424306,21.829695928472745
2007-01-18,21.85970687866211,22.030442249332964,21.204300139736304,22.030442249332964,10375,21.961948801732667,21.83087282848017
2007-01-19,22.11304473876953,22.581191615194307,22.030431356527533,22.030431356527533,23125,21.976338890974272,21.841938393589558
2007-01-22,23.411466598510742,24.756698953268895,20.631501204663834,20.631501204663834,215850,22.11301772026346,21.90348851927274
2007-01-23,22.994264602661133,23.814896498293365,22.994264602661133,23.600099595783195,36700,22.196945994777526,21.94626405195464
2007-01-24,23.07550621032715,23.569813095685994,22.884116878870646,23.332984686716177,16750,22.28061839625844,21.990548058165327
2007-01-25,23.405961990356445,23.462415486568755,22.801500413843883,23.462415486568755,26250,22.387793976648723,22.046054486878703
2007-01-29,23.131956100463867,23.958097952530267,22.859329525642888,23.269646846847028,58000,22.458666559869215,22.088638863882043
2007-01-31,22.773958206176758,24.508852252495206,22.47103811377838,23.93055336164509,44900,22.48869433570803,22.115514132207327
2007-02-01,22.718881607055664,23.26964184804092,21.34197969147653,21.34197969147653,115950,22.510616932979232,22.139175601809225
2007-02-02,22.859329223632812,23.39356794690035,22.278277905773468,23.13195579485194,75325,22.543827627327193,22.16741692031211
2007-02-05,24.095787048339844,25.059619580766388,21.892743135816584,21.892743135816584,57800,22.691633286471255,22.243039278273983
2007-02-06,24.237606048583984,26.16113720145601,22.85657302757114,26.16113720145601,179175,22.838868787624847,22.321257582992022
2007-02-07,24.784236907958984,25.47268793318007,23.882365119475757,23.958095152447235,134400,23.024141941942386,22.41784500750053
2007-02-08,24.233474731445312,25.16976847324558,24.233474731445312,25.16976847324558,21000,23.139316493323616,22.489046173145425
2007-02-09,24.729164123535156,25.610383384086173,23.448647186628666,25.610383384086173,543750,23.290730553343764,22.576893935905808
2007-02-12,24.095787048339844,26.106062878638376,23.477558817169797,26.106062878638376,38250,23.367402600486248,22.636458371687535
2007-02-13,23.613874435424805,24.424870874288697,23.43487828805835,23.43487828805835,78100,23.390876108575632,22.674788413402723
2007-02-14,23.7377872467041,24.17564312138991,23.13883568567978,23.958091329522976,37700,23.42391526458787,22.71647464215964
2007-02-15,23.40733528137207,24.369789012674598,23.40733528137207,24.369789012674598,17900,23.422336218567317,22.7435672162464
2007-02-19,25.776988983154297,26.711904198816022,23.47618325596396,24.61763591841647,112675,23.646588862813697,22.86252493259573
2007-02-20,25.336374282836914,26.161139923065466,25.059619292587225,26.104686432679085,141675,23.807520807577813,22.959538632605188
2007-02-21,26.771116256713867,27.277816416021356,25.472696113651015,25.885765810946715,361475,24.08976799320982,23.109012264923177
2007-02-22,27.57797622680664,28.91494933227083,27.57797622680664,28.91494933227083,4889925,24.421978301171418,23.28426575362449
2007-02-23,27.8203067779541,28.006188876284632,25.940835729810736,27.95111153178714,1544900,24.745628632293577,23.462149715362905
2007-02-26,26.84959602355957,27.53804720365084,26.436526365997942,27.53804720365084,155950,24.946006479080815,23.594990747056894
2007-02-27,26.574209213256836,26.98590526912632,25.940835514194205,26.98590526912632,407650,25.101073406145197,23.71182284377062
2007-02-28,25.96837615966797,26.822054047299588,24.784239435149747,24.784239435149747,157650,25.18367366838546,23.800315130668555
2007-03-01,25.450664520263672,26.29883800632043,24.416611509692807,25.362543895697474,428700,25.209101368564337,23.865034714574247
2007-03-02,25.2248477935791,25.60487414405089,24.94946893030359,25.60487414405089,170925,25.210601028089552,23.918360717672478
2007-03-05,24.76496124267578,25.18078573970448,23.53125708773092,23.53125708773092,152900,25.16815914376443,23.951560738260845
2007-03-06,24.26651954650879,24.78423389825079,23.958092243062712,24.70162052060156,532650,25.08228870593056,23.96391206407449
2007-03-07,23.57256507873535,26.937711516948372,23.57256507873535,26.937711516948372,685700,24.93850550334054,23.948565123472957
2007-03-08,24.481325149536133,24.50886120107283,23.682721877849026,23.682721877849026,13550,24.89496451726393,23.96945767351465
2007-03-09,23.770835876464844,26.023447091385336,23.710251327487594,26.023447091385336,152100,24.787904646711635,23.961668583434268
2007-03-12,26.71190071105957,27.25440153518989,23.820405722089244,23.820405722089244,873150,24.971142367125726,24.0695208237333
2007-03-13,26.714658737182617,28.22649685870442,26.408986261658242,26.849594572913958,1775800,25.137191545226383,24.173251722299938
2007-03-14,26.353912353515625,26.985912707278104,25.88576530507166,26.411742004957556,107100,25.253069717444404,24.25876782548487
2007-03-15,25.885757446289062,26.98728066018934,25.63791728373793,26.984525742571467,99050,25.313325691620086,24.32257134002621
2007-03-16,25.885757446289062,26.16113890632219,25.337752070072913,26.050986847555386,68550,25.36784300158856,24.383872755958087
2007-03-19,25.610376358032227,26.571453839695373,25.39007225989177,25.61312864917558,1285550,25.39094141648796,24.431970936431583
2007-03-20,26.985902786254883,27.069892314085852,26.301580243308397,26.629284107236238,185800,25.542842499322905,24.53212512662073
2007-03-21,26.9046688079834,27.097434265267378,26.46543669354428,26.684362051645778,171500,25.67254024300486,24.62516605530162
2007-03-22,27.400354385375977,28.088805513783576,26.17491221720489,26.849594007896425,323750,25.83709397084973,24.733996970206498
2007-03-23,27.620656967163086,27.675734314898268,26.95561348803247,27.031343528052098,87350,26.006957113355764,24.847199323028324
2007-03-26,27.951114654541016,27.951114654541016,27.17041185531699,27.53804502959021,97000,26.192114974421024,24.968921492891567
2007-03-28,28.254037857055664,28.281576535330863,27.042362275276123,27.184184104783768,509750,26.38848858229099,25.097749585603886
2007-03-29,27.788639068603516,29.878778748254508,27.582104264141993,29.878778748254508,102400,26.52183624765409,25.203274663368575
2007-03-30,28.08880615234375,28.08880615234375,27.193820190314128,28.08605386047755,309950,26.671071476672154,25.316432760975445
2007-04-02,26.268537521362305,27.53666635337467,25.676471813665895,27.53666635337467,120200,26.63273490949979,25.353770202559243
2007-04-03,26.574209213256836,26.682985129372618,25.66545404646035,25.66545404646035,188875,26.627161033667125,25.401630555919937
2007-04-04,27.703275680541992,28.336649483643107,26.987285847810757,27.532539037452374,292125,26.729648142893303,25.49189114904237
2007-04-05,26.84959602355957,27.813428726180483,26.82205734606004,27.813428726180483,137250,26.741071750575806,25.545134477454813
2007-04-09,26.987281799316406,27.3177379895653,26.579719427299338,26.8523459812221,61100,26.764520326646338,25.601689274390562
2007-04-10,26.436521530151367,26.98315078473857,25.913297258301345,26.84959111215309,77350,26.73328234602777,25.634427794224322
2007-04-11,27.72530174255371,28.36418531792984,26.300208202146134,26.300208202146134,1119150,26.827760383792146,25.716422851021555
2007-04-12,26.877132415771484,28.083298024379438,26.442031327959096,27.725303126023345,104250,26.832462482075893,25.761940873168612
2007-04-13,28.226490020751953,28.226490020751953,26.849588068520152,26.987278788989745,282150,26.96522700956885,25.858589859348353
2007-04-16,27.758344650268555,29.05263329080926,27.597246314757907,28.226491549480464,220775,27.04076202296882,25.933090047227576
2007-04-17,27.8051700592041,28.033736383685774,27.262669075104235,28.033736383685774,491350,27.113562788324565,26.00650494965803
2007-04-18,27.538047790527344,27.538047790527344,27.262666262128914,27.538047790527344,161400,27.153989931391493,26.066565453221532
2007-04-19,27.57935333251953,27.923578899008245,27.40035456725511,27.510506643482195,166450,27.194500731498927,26.125890468095964
2007-04-20,27.951114654541016,28.088805404935492,27.620658429333847,27.813426530379164,56400,27.266559200360078,26.19746788717224
2007-04-23,27.840961456298828,28.08880427176377,27.538043918637523,27.951113526924075,236550,27.32126417711615,26.261918615373286
2007-04-24,28.226490020751953,28.364180741221546,27.813420485575236,27.813420485575236,135925,27.40747616222432,26.338960631270492
2007-04-25,28.364187240600586,28.500499220475294,27.854732245996033,28.088805736560396,12625,27.49859150302206,26.41838128261677
2007-04-26,28.50187110900879,28.63955920154257,28.08879895271137,28.226489671477175,61625,27.59414194168746,26.500086766004692
2007-04-27,28.37657928466797,28.37657928466797,27.813428307800834,28.09156211815694,79425,27.66865978387608,26.573674707913057
2007-04-30,28.543174743652344,28.87363087277599,28.501869368906803,28.501869368906803,124400,27.75194692290239,26.650910003432244
2007-05-03,28.50187110900879,28.91494063907418,28.50187110900879,28.91494063907418,67875,27.823368273960142,26.723496713454853
2007-05-04,28.543174743652344,29.162781627154093,28.088797237828352,28.088797237828352,50625,27.891921271073688,26.794856636207697
2007-05-07,28.55695343017578,29.60339949491127,28.22649719282237,29.60339949491127,87975,27.95525766717865,26.86395847126527
2007-05-08,28.639558792114258,28.913564080148344,28.639558792114258,28.639558792114258,37300,28.020429202886802,26.933589856396605
2007-05-09,28.88741111755371,28.88741111755371,28.226498609671914,28.226498609671914,23150,28.102998909045557,27.010210298010612
2007-05-10,28.94249153137207,28.97003021200206,28.639571296908425,28.804800754455243,106800,28.182950587362367,27.08598603265224
2007-05-11,27.991043090820312,28.88740506506646,27.51050298235139,27.51050298235139,25425,28.16467368292979,27.12147846630589
2007-05-14,28.364187240600586,28.72218214535977,28.088805736560396,28.088805736560396,57000,28.183674974136533,27.170212143729213
2007-05-15,29.162790298461914,29.162790298461914,28.254035016603268,28.254035016603268,126400,28.27692405264371,27.248352463522654
2007-05-16,30.12662124633789,30.12662124633789,27.100190046143855,27.100190046143855,298575,28.453085690138394,27.361225749123253
2007-05-17,30.12523651123047,33.015354903986974,29.741081802499604,33.015354903986974,57300,28.612338149290018,27.46961832802942
2007-05-18,29.35555648803711,30.809564974350966,29.35555648803711,30.809564974350966,12700,28.683120848218312,27.543576687245405
2007-05-21,30.925222396850586,31.117990492218635,28.942485104001744,29.355554716787115,388425,28.896654329040434,27.676190244484825
2007-05-22,30.429542541503906,31.090455040972895,29.915956450872354,30.56723330211815,50100,29.042643682608386,27.784164844367925
2007-05-23,31.675636291503906,32.76889758033509,30.264311957666667,30.291850633993423,332800,29.29340488345558,27.936771567785026
2007-05-24,30.59889793395996,31.90282505038565,30.59889793395996,30.980300443248503,48300,29.417737554932188,28.041168680184043
2007-05-25,30.699403762817383,30.980292398536296,30.216111432508626,30.980292398536296,20050,29.539801003302205,28.14541319322849
2007-05-28,29.92559051513672,30.7049171166655,28.490858716574355,28.490858716574355,72550,29.576542861572158,28.21522406859744
2007-05-29,31.39337158203125,31.39337158203125,29.603399631547077,29.603399631547077,111350,29.749574168282546,28.339857304418373
2007-05-30,30.291851043701172,30.842611446521914,30.291851043701172,30.429541800964547,65850,29.80121958498908,28.416406078507897
2007-05-31,30.291851043701172,30.921096412491433,30.291851043701172,30.622307285393617,24000,29.84794639058071,28.489952939888028
2007-06-01,30.291851043701172,30.51215520482947,30.291851043701172,30.429541800964547,94625,29.890223024211227,28.5606156106258
2007-06-04,28.99755096435547,30.401991420562503,28.501868105753736,30.291839382403033,87525,29.8052066375583,28.577750330379907
2007-06-05,29.3321475982666,29.76862745532262,29.052637663329953,29.76862745532262,11050,29.760153395720994,28.607334536963698
2007-06-06,28.50187110900879,29.190322076605792,28.364180390242982,29.190322076605792,42925,29.640316987462686,28.603198716259584
2007-06-07,28.364187240600586,28.91219270439019,28.116344412210946,28.50187799262068,27525,29.518780821094868,28.593825717214134
2007-06-08,27.682615280151367,28.344906410452968,27.573839366128766,28.344906410452968,5025,29.343907912433583,28.558091974584222
2007-06-11,27.717031478881836,27.95110488486762,27.688116667766447,27.688116667766447,8150,29.188967299714367,28.525109210046875
2007-06-12,27.538047790527344,28.088808221091313,27.538047790527344,28.088808221091313,12875,29.031736870267984,28.486400919085327
2007-06-13,27.813425064086914,28.639564270435397,27.813425064086914,28.639564270435397,2200,28.915707174441216,28.46000970908539
2007-06-14,28.08880615234375,28.08880615234375,27.951115398285495,28.08880615234375,2750,28.836954696146222,28.445452706860227
2007-06-15,27.5105037689209,28.44679763213446,27.18004757476888,27.81342391656786,19725,28.710626036410478,28.408788042627314
2007-06-18,27.33013153076172,27.510503797041782,26.464057868041216,26.464057868041216,69675,28.579150369205834,28.366487787260034
2007-06-19,27.538047790527344,27.538047790527344,26.32637484328661,26.32637484328661,30000,28.479997742665027,28.33399994425091
2007-06-20,26.987281799316406,27.40310629830359,26.57420959183103,27.124972535144867,44600,28.33783431948897,28.281187467978967
2007-06-21,27.620656967163086,28.50187614729855,27.42789150255493,27.538043571792805,46950,28.269531714505554,28.255284311084228
2007-06-22,29.669492721557617,30.568609800803266,27.53804739125732,27.703276831147317,267675,28.4028613342248,28.31074346443613
2007-06-25,29.8787784576416,30.980299154877585,29.465706226503734,30.84260841116496,308275,28.543424869788304,28.37223503279713
2007-06-26,29.465709686279297,30.758622481186205,29.328018926399437,30.758622481186205,99775,28.631261518977922,28.415116391757216
2007-06-27,29.212356567382812,30.291848439859628,28.78551762016626,29.190327728903203,56925,28.68660390454029,28.446380712369987
2007-06-28,29.739709854125977,30.234016680448086,29.275691365474202,30.234016680448086,47300,28.786899709262737,28.49709950224277
2007-06-29,29.080177307128906,29.68601241939943,28.38897124909411,29.465708264713296,67825,28.814830909059513,28.519965298512812
2007-07-02,28.094308853149414,30.016464012794348,28.09155656172496,29.74108517510906,80150,28.746209760877598,28.50327288889072
2007-07-03,29.190324783325195,29.465703620159722,28.777252588725,28.777252588725,261725,28.78850642968213,28.530216100437173
2007-07-04,28.914941787719727,29.741083506901003,28.667099009342135,29.741083506901003,39950,28.800547892352377,28.545303382291394
2007-07-05,28.529420852661133,30.20924370109948,28.33665532955507,30.126627654425498,58750,28.77472626952464,28.544680537992168
2007-07-06,28.143882751464844,29.19032877758394,28.14388275146484,28.914947276835314,38550,28.714645934471324,28.528962977736196
2007-07-09,28.914941787719727,29.080171182048836,26.849588802882604,26.849588802882604,62700,28.73372173001879,28.54409940165712
2007-07-10,29.190324783325195,29.603394351693122,28.701522555070017,29.190324783325195,46350,28.77720773509559,28.56944157348724
2007-07-11,28.94249153137207,29.741094886009908,28.50188314622473,29.741094886009908,39025,28.792949049026685,28.584070983600373
2007-07-12,29.32801628112793,29.603397776049324,28.639565170057015,29.603397776049324,87325,28.843907833036326,28.613245308993612
2007-07-13,28.715290069580078,29.438163081491883,27.869871815391846,27.869871815391846,60400,28.83165852223097,28.617247064310728
2007-07-16,29.326642990112305,29.713552741287284,28.914949479752945,28.914949479752945,74575,28.87879990012443,28.645066512381376
2007-07-17,29.741086959838867,29.837469690124152,29.30047869211617,29.30047869211617,84200,28.960922477240093,28.688047706399317
2007-07-18,33.15167236328125,33.63083371973557,29.606150928443892,30.264308407559827,699975,29.360041514005918,28.863091810590767
2007-07-19,35.36711502075195,37.17636358046886,33.57163317349848,34.4225588708045,1027200,29.932143752743638,29.11815154432258
2007-07-20,35.19912338256836,36.90097442510945,34.6993093598341,35.74437647622333,340825,30.433760860345995,29.356621028175358
2007-07-23,34.80808639526367,36.48790602928127,34.31653185722735,36.48790602928127,69825,30.850363292242918,29.57040398374745
2007-07-24,36.069332122802734,37.148824091669255,34.80809171532068,34.80809171532068,159675,31.347407942772424,29.825263910769227
2007-07-25,35.799461364746094,36.61183396735242,34.46524316681798,35.799461364746094,103550,31.771413030579442,30.059546163866358
2007-07-26,36.07483673095703,37.06620531566353,35.6204591346875,37.03866664286358,116625,32.18126290680588,30.295439911595405
2007-07-27,35.52407455444336,36.6255978543669,33.73410280313722,33.73410280313722,49200,32.49962592086659,30.500484407393365
2007-07-30,36.212528228759766,36.33094243188664,34.56024709974256,35.661767852420695,273675,32.85323566447546,30.72448612587832
2007-07-31,36.12990951538086,36.40529097616742,35.799453338176335,35.799453338176335,220775,33.16529984075217,30.936463513701952
2007-08-01,36.07483673095703,36.20977255095141,34.148550426681815,35.111004192818086,274175,33.44239859220025,31.137968345751172
2007-08-02,35.799461364746094,36.403920366333644,35.03528013464753,35.03528013464753,57500,33.66688076101414,31.320771993554896
2007-08-03,36.07483673095703,36.48377525448341,35.68930319045498,35.799455255422366,379725,33.8962099010087,31.507205904825568
2007-08-06,36.51544952392578,36.90511155011208,35.93715045449772,36.90511155011208,62375,34.14566129366747,31.70360761537852
2007-08-07,36.4879035949707,40.20278518851588,36.12990875398539,40.20278518851588,20250,34.36873198902968,31.891227065558606
2007-08-08,36.4879035949707,36.59805565171755,36.08034124763057,36.35021286747909,430675,34.57055785626216,32.07148889024143
2007-08-09,36.486534118652344,37.5729094036587,36.35297442998238,37.038670648978844,593600,34.75303178601361,32.244627918806565
2007-08-10,37.18186569213867,38.27787916498853,33.65148967298424,33.65148967298424,154875,34.98434930088266,32.438245086388214
2007-08-13,37.038673400878906,39.102650819511375,36.487912975551126,39.102650819511375,17400,35.179999215168024,32.618654039897656
2007-08-14,37.038673400878906,37.99975119660157,36.37776089048557,36.92852131581335,188550,35.35701580428335,32.79198813248516
2007-08-16,35.828372955322266,36.35021850355598,35.44146323793452,35.44146323793452,58425,35.40190696152515,32.91106204710622
2007-08-17,36.35434341430664,36.54573270866935,35.2486917993088,35.7994520752196,77875,35.492615195123385,33.046092688957216
2007-08-20,37.17498779296875,37.67204963189607,36.07484309498659,36.07484309498659,5950,35.652841156822944,33.20801014401649
2007-08-21,36.212528228759766,37.36361912235963,35.31203507910121,35.31203507910121,52975,35.706144687483594,33.32583438263388
2007-08-22,36.4879035949707,37.45173606117979,36.24969908286969,37.45173606117979,17300,35.78059791676808,33.44983709684317
2007-08-23,36.48377990722656,36.896852173207286,36.08172468751024,36.62835401851509,98875,35.84756763014508,33.56881524626996
2007-08-24,36.62559127807617,36.62559127807617,36.295135135303745,36.295135135303745,7850,35.92166512042423,33.68868881614471
2007-08-27,37.17636489868164,37.17636489868164,36.4879136968542,36.4879136968542,6350,36.041160337401124,33.8254604272246
2007-08-28,37.107261657714844,37.59096949946446,37.03954292890929,37.59096949946446,26075,36.142693796478625,33.954158514694804
2007-08-29,38.05947494506836,38.06085884286969,36.76175839081351,36.76175839081351,46575,36.3252443820586,34.115151315885925
2007-08-30,37.59096145629883,38.42017170930938,37.36845447326514,38.0055665828041,34050,36.44578886531958,34.25145759590212
2007-08-31,38.14377212524414,38.25433367661026,37.54120995690186,38.00556952703767,12400,36.60750155674097,34.40409738136651
2007-09-03,40.29143142700195,41.098533663055,38.00557006788052,38.00557006788052,83575,36.958352020575354,34.6349732262934
2007-09-04,45.992271423339844,47.23747357192511,41.515908036225255,41.73564726597947,522675,37.81872529702912,35.080357469314826
2007-09-05,45.717247009277344,47.817913821184945,45.60668282339244,47.12690347537597,179975,38.57096546010038,35.497490392450615
2007-09-06,46.49808883666992,49.06173669915594,45.33027961411775,45.33027961411775,168400,39.32592959120225,35.928886409870984
2007-09-07,44.50798416137695,48.6457538838421,44.50798416137695,48.6457538838421,63300,39.81945859788555,36.2653216158124
2007-09-10,45.94527816772461,46.98870530582008,44.08646121561447,44.868684935793986,96125,40.40286998548927,36.64492775510307
2007-09-11,44.77747344970703,46.850504530304754,44.502449512782945,46.850504530304754,39575,40.81949888684334,36.96385111567577
2007-09-12,43.620731353759766,46.01853879225839,42.98085649485036,46.01853879225839,33200,41.08628293131157,37.22490524265946
2007-09-13,43.810054779052734,45.399375331421744,42.87718927745117,43.94272705066185,29650,41.34568977395359,37.483146400949394
2007-09-14,43.304237365722656,44.36286364999172,42.870283992065815,43.533653314698526,28325,41.53221811602683,37.71142447799932
2007-09-17,43.146690368652344,43.94826236328345,42.756961054889466,42.756961054889466,27250,41.68597737818164,37.924572159985715
2007-09-18,42.92971420288086,43.63592642950014,42.28983944241676,42.842647267050545,69150,41.80442850434347,38.120852240099246
2007-09-19,42.84264373779297,44.224664503528224,42.18480208527058,44.224664503528224,34075,41.90330614562438,38.30602053412645
2007-09-20,42.15163803100586,42.84264849053054,42.15163803100586,42.28984065010994,42150,41.926956801375,38.45682906341584
2007-09-21,42.01343536376953,42.566243203556816,42.00790768077101,42.560715520558304,101800,41.93519285493638,38.596303820292455
