Price,Close,High,Low,Open,Volume,EMA_20,EMA_50,EMA_100,EMA_200
Ticker,STMN.SW,STMN.SW,STMN.SW,STMN.SW,STMN.SW,,,,
Date,,,,,,,,,
2000-01-03,3.5199711322784424,3.5199711322784424,3.5199711322784424,3.5199711322784424,0,3.5199711322784424,3.5199711322784424,3.5199711322784424,3.5199711322784424
2000-01-04,3.561516761779785,3.5879542038124317,3.4746503148133074,3.5313024394044366,5260000,3.523927858897618,3.521600372651044,3.520793818011142,3.5203845216267147
2000-01-05,3.516195058822632,3.6257220606450815,3.516195058822632,3.53130221906769,7324000,3.5231914017476194,3.521388399559734,3.5207027534727557,3.520342835429659
2000-01-06,3.5690696239471436,3.6068377013112087,3.5388553061291232,3.553962465038133,6008000,3.527560756242812,3.5232582514964954,3.5216605132841297,3.5208276790965
2000-01-07,3.478425979614258,3.5615155172022566,3.4746491005913924,3.5615155172022566,4424000,3.5228812537067595,3.521500123187388,3.520804383904528,3.5204057716389654
2000-01-10,3.4708728790283203,3.508640956045064,3.410444243947991,3.508640956045064,4976000,3.5179280751659556,3.519514741063503,3.5198156412337123,3.5199129070358746
2000-01-11,3.535078525543213,3.591730643178854,3.474649888211667,3.4935339274235475,4640000,3.519561451392361,3.5201250855529036,3.5201178765665735,3.5200638087125644
2000-01-12,3.6257221698760986,3.6257221698760986,3.4746502026911066,3.5501860061920416,12180000,3.52967199600986,3.524266147683225,3.5222090506915142,3.5211151356893162
2000-01-13,3.7767934799194336,3.9089813957898514,3.6710433633329558,3.6710433633329558,19940000,3.5532073754298192,3.5341691803199393,3.5272503265178097,3.523659198815984
2000-01-14,3.9920713901519775,4.003402032186063,3.848553166035388,3.848553166035388,10656000,3.595003948260501,3.552126129725117,3.5364547040155156,3.528320016640223
2000-01-17,4.350866317749023,4.415071476365503,3.9731869648964944,3.9807403646583337,13596000,3.666990840592741,3.5834492743535056,3.5525816666637042,3.536504556949763
2000-01-18,4.513267517089844,4.7134374432040325,4.384856498765745,4.384856498765745,24692000,3.7475886193067507,3.61991273485297,3.5716051488503604,3.546223591379018
2000-01-19,4.494383811950684,4.717214670760993,4.437732057418569,4.6454557576747755,16416000,3.8187119709871253,3.6542057182685665,3.589877993664228,3.5556580214344575
2000-01-20,4.607687473297119,4.664339585456137,4.494383609162138,4.569919758707496,5136000,3.893852495016649,3.6915971596422352,3.6100326368252755,3.56612597617936
2000-01-21,5.098670959472656,5.098670959472656,4.535928843722946,4.607687758005341,15208000,4.008597110679126,3.7467765243414672,3.6395106234123524,3.581375179993224
2000-01-24,5.381932258605957,6.042871307908443,5.381932258605957,5.665191851164165,21924000,4.139390934291205,3.8109002786263493,3.6740140221290574,3.5992911708251913
2000-01-25,5.268627643585205,5.476351388997607,5.09867198285984,5.43858330431057,13060000,4.246937287557301,3.8680660576443437,3.7055905294846245,3.615901483986983
2000-01-26,5.431029796600342,5.476351281222969,5.249743497926692,5.306395623842333,9052000,4.359708002704257,3.929358753289677,3.739757643684936,3.6339624622219415
2000-01-27,5.363047122955322,5.47635100897065,5.3252794010722955,5.438582926904499,10076000,4.455264109394834,3.985581826609898,3.771901989809102,3.651167284716801
2000-01-28,5.249742031097412,5.325278177879394,5.193090281193967,5.325278177879394,5888000,4.530928673366508,4.0351567365898005,3.801166149042534,3.6670735010986975
2000-01-31,5.023136138916016,5.30639569155959,4.8909482036090886,5.2875116493467225,7448000,4.577805574847413,4.073901026877103,3.825363574584583,3.6805666616739945
2000-02-01,4.947600364685059,5.094895102567736,4.894725118157624,5.094895102567736,11116000,4.613024126260522,4.108163746006827,3.8475860852796417,3.6931739622014677
2000-02-02,5.079787254333496,5.287510971686366,4.909831616565912,5.060903214540853,5648000,4.657477757505568,4.146266628686305,3.8719861084292226,3.706971109386861
2000-02-03,5.325279235839844,5.363046956551015,5.0646802700721265,5.117555511287502,17808000,4.721077898299309,4.19250241720213,3.900764190160126,3.7230736778092792
2000-02-04,5.476351261138916,5.6651909597988785,5.381931411808934,5.381931411808934,21748000,4.793008694760224,4.242849430689847,3.9319639341399037,3.7405192259021116
2000-02-07,5.589654445648193,6.080637672123666,5.570770406133156,5.6274221644951705,20364000,4.868879718654316,4.29566531362939,3.9647894888232362,3.758918581322471
2000-02-08,5.533002853393555,5.684074823700478,5.32527947951912,5.665190782389222,13440000,4.932129541010434,4.344188354404455,3.9958432188147275,3.776571161144074
2000-02-09,5.627422332763672,5.8540300933538365,5.514118812651695,5.835146053274139,6832000,4.99834790212979,4.394511255516582,4.0281517161206475,3.794987590712428
2000-02-10,5.325279235839844,5.608538761997641,5.174207272445817,5.608538761997641,12828000,5.029484219625986,4.431011960627298,4.053837409580433,3.81021437325101
2000-02-11,5.249742031097412,5.419698001173829,5.136438531290523,5.419698001173829,7652000,5.050461154051836,4.463119022214362,4.077518689214433,3.824538031538039
2000-02-14,5.325279235839844,5.363046956551015,5.136439551734645,5.174207272445817,6488000,5.076634304698313,4.496929226670264,4.102226818850579,3.8394707798395498
2000-02-15,5.098670959472656,5.363046418667956,5.023135165443009,5.363046418667956,6156000,5.078733033724442,4.520526941682122,4.1219583859916105,3.852000134860775
2000-02-16,5.079787254333496,5.287510971686366,5.060903214540853,5.287510971686366,3764000,5.078833435687209,4.542458718648843,4.1409252942756085,3.8642169221192098
2000-02-17,4.909831523895264,5.060903119018803,4.872063445022832,5.060903119018803,5720000,5.062738015516548,4.556865495325174,4.156151160208672,3.8746210475100162
2000-02-18,4.645455837249756,5.0986709618193,4.573696562751257,5.0986709618193,8064000,5.022996855681615,4.56033962638104,4.165840361734237,3.8822910454178747
2000-02-21,4.796528339385986,4.796528339385986,4.437732979072105,4.532152829690661,7608000,5.001428425558222,4.569601928851823,4.178329232578826,3.89138793391507
2000-02-22,4.909831523895264,4.9853673214570335,4.739875889335508,4.739875889335508,7964000,4.992704911114131,4.58294426591235,4.19281442646628,3.9015217009795498
2000-02-23,4.943822860717773,5.098671340083609,4.834295861152931,5.098671340083609,3596000,4.988049477743049,4.597096367669425,4.2076858806098745,3.911892856797841
2000-02-24,5.053349494934082,5.136439048653554,4.947599383043984,4.962706541885426,5352000,4.994268526999338,4.614988647170001,4.224431694754909,3.923250634291734
2000-02-25,4.875840187072754,5.07223361536304,4.875840187072754,5.07223361536304,4096000,4.982989637482521,4.6252181193230495,4.237330872820609,3.932729137304481
2000-02-28,4.834295749664307,4.9098315475906205,4.834295749664307,4.875840348478006,4984000,4.968828314833167,4.6334172420815305,4.249151959490781,3.9416999493677625
2000-02-29,4.815412521362305,4.90983237472235,4.815412521362305,4.89094833201371,4456000,4.954217286883561,4.640554311857247,4.26036503992388,3.950393606800544
2000-03-01,4.909831523895264,4.92871556333148,4.815411686897278,4.815411686897278,3748000,4.949990071360866,4.651114202525405,4.273225762378759,3.9599402527417853
