Price,Close,High,Low,Open,Volume,EMA_20,EMA_50,EMA_100,EMA_200
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,,,,
Date,,,,,,,,,
2002-08-12,13.70450496673584,13.834267938102455,13.048476166952176,13.098939666930505,11239400,13.70450496673584,13.70450496673584,13.70450496673584,13.70450496673584
2002-08-13,13.452186584472656,13.98565976434085,13.351258482861232,13.98565976434085,3756368,13.680474644615536,13.694610128215714,13.699508563126669,13.701994336066555
2002-08-14,13.268345832824707,13.401713493288634,13.131372303133368,13.401713493288634,3964016,13.641224281587839,13.677893881337637,13.690970687279105,13.697679425586538
2002-08-15,13.268345832824707,13.268345832824707,13.268345832824707,13.268345832824707,0,13.605712048372304,13.661833173552816,13.682601878280007,13.693407449539157
2002-08-16,13.614385604858398,13.69728981372239,13.408925817644024,13.625198814702799,4848904,13.60653810137098,13.659972484584408,13.68125106098453,13.69262116252741
2002-08-19,14.06135082244873,14.15867301972015,13.791009552214602,13.841473035987349,8905448,13.64985359861648,13.67571281155948,13.688777788934317,13.696290114367423
2002-08-20,15.08144474029541,15.272486648610645,14.13344804250331,14.201934307739291,18255464,13.786195612109712,13.73083955386285,13.716355352327605,13.710072747461236
2002-08-21,14.551570892333984,15.499567239286378,14.432620065135849,15.131902646159814,18690008,13.859088495940595,13.763025096547993,13.732894273911889,13.718445863330617
2002-08-22,14.205530166625977,14.839931115025408,14.08297570046297,14.634471348207109,9790960,13.892082940767773,13.780378236551051,13.742253400500285,13.723292473313656
2002-08-23,14.288442611694336,14.576806745532856,13.942405431083735,14.274024625006783,12814424,13.929831480856016,13.800302329693926,13.753069028444722,13.728915857775155
2002-08-26,14.51913833618164,14.66332044915275,14.093801542925764,14.310074712382425,8253944,13.98595594326798,13.828491977007168,13.768238717706838,13.736778768008056
2002-08-27,13.708107948303223,14.847146362024786,13.628808480905576,14.692151098458039,13764544,13.959494229461813,13.823771034705054,13.767048009401815,13.736493486219949
2002-08-28,14.155073165893555,14.331695956729124,13.376489877696915,13.481021643699865,18886336,13.978120794836265,13.83676327514382,13.774731675866997,13.740658458157
2002-08-29,14.508312225341797,14.699352915257053,13.949607034055342,14.064953061942335,17584928,14.028615216789174,13.863098528092761,13.789258023381349,13.74829680409914
2002-08-30,14.670515060424805,14.850742518169582,13.859491500573311,14.598424077326895,28226144,14.089748535230662,13.894761921517548,13.806708657778248,13.757473105157107
2002-09-02,15.679793357849121,16.162802864270535,14.796678559533483,14.854351582693074,39154536,14.241181375480037,13.964763154314864,13.843799443918266,13.77660066986051
2002-09-03,15.362593650817871,15.701421155312895,15.012951835528087,15.701421155312895,15785200,14.347982544559832,14.01958003653067,13.87387457672816,13.792381694546654
2002-09-04,15.232832908630371,15.405850918468847,14.602036476895973,14.994932320086205,25434152,14.432254007804646,14.06715858053458,13.90078464270642,13.806714542447986
2002-09-05,15.131898880004883,15.557236395606383,14.893999484862071,15.355381396678657,14348224,14.498886852776097,14.108913102082436,13.925163142454904,13.819900456254524
2002-09-06,14.666916847229004,15.117485692990659,14.490294079694756,14.778658140982214,10984336,14.51488970939066,14.130795601892105,13.93985133462865,13.828328480045316
2002-09-09,15.29410457611084,15.499564357603882,14.720981369868818,14.818304655843695,13656184,14.589100649078295,14.17641556166539,13.966668230499582,13.84291331682209
2002-09-10,15.29410457611084,15.294104576110838,15.294104576110838,15.294104576110838,0,14.656243880224253,14.22024650340835,13.992954098729507,13.857353030844864
2002-09-11,15.773508071899414,15.993385800808035,15.499562103096272,15.578862628283368,11303688,14.762649993717126,14.28115872178055,14.028212593247725,13.87641925015884
2002-09-12,15.4454984664917,15.849208551365418,15.366197917670311,15.849208551365418,7920448,14.82768318160042,14.326819103926086,14.056277660044634,13.892031978679565
